BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Size_per_BHK,Bathroom_per_BHK,Total_rooms
3,35000,1152,Carpet Area,Chennai,Semi-Furnished,3,384.0,1.0,6
2,9000,843,Super Area,Chennai,Semi-Furnished,2,421.5,1.0,4
2,13000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,27999,1250,Carpet Area,Chennai,Semi-Furnished,2,625.0,1.0,4
2,11000,650,Super Area,Chennai,Unfurnished,2,325.0,1.0,4
1,12000,700,Super Area,Chennai,Unfurnished,1,700.0,1.0,2
2,13000,720,Carpet Area,Chennai,Unfurnished,2,360.0,1.0,4
2,22999,1144,Carpet Area,Chennai,Semi-Furnished,2,572.0,1.0,4
3,36000,1750,Carpet Area,Chennai,Unfurnished,3,583.3333333333334,1.0,6
2,18000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,18000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
3,37000,1650,Super Area,Chennai,Semi-Furnished,3,550.0,1.0,6
2,18000,700,Carpet Area,Chennai,Semi-Furnished,2,350.0,1.0,4
2,10000,700,Super Area,Chennai,Unfurnished,2,350.0,1.0,4
2,15000,980,Super Area,Chennai,Unfurnished,2,490.0,1.0,4
2,15000,900,Carpet Area,Chennai,Semi-Furnished,2,450.0,1.0,4
1,9000,450,Super Area,Chennai,Unfurnished,1,450.0,1.0,2
2,14000,1200,Super Area,Chennai,Unfurnished,2,600.0,1.0,4
2,8500,650,Super Area,Chennai,Semi-Furnished,2,325.0,1.0,4
3,35000,1903,Super Area,Chennai,Semi-Furnished,3,634.3333333333334,1.0,6
1,5000,450,Carpet Area,Chennai,Unfurnished,1,450.0,1.0,2
2,23000,900,Carpet Area,Chennai,Unfurnished,2,450.0,1.0,4
2,18500,750,Super Area,Chennai,Semi-Furnished,2,375.0,1.0,4
2,28000,1000,Super Area,Chennai,Semi-Furnished,2,500.0,1.0,4
3,32000,1050,Carpet Area,Chennai,Semi-Furnished,3,350.0,1.0,6
1,7000,400,Super Area,Chennai,Semi-Furnished,1,400.0,1.0,2
3,33000,1075,Carpet Area,Chennai,Semi-Furnished,3,358.3333333333333,1.0,6
2,18000,720,Super Area,Chennai,Semi-Furnished,2,360.0,1.0,4
1,8500,500,Super Area,Chennai,Unfurnished,1,500.0,1.0,2
2,10000,900,Super Area,Chennai,Furnished,2,450.0,1.0,4
2,13500,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
2,19000,900,Super Area,Chennai,Semi-Furnished,2,450.0,1.0,4
3,22000,1300,Super Area,Chennai,Semi-Furnished,3,433.3333333333333,1.0,6
3,12000,1383,Super Area,Chennai,Semi-Furnished,3,461.0,1.0,6
2,10000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,15000,1500,Carpet Area,Chennai,Unfurnished,2,750.0,1.0,4
3,35000,1912,Carpet Area,Chennai,Unfurnished,3,637.3333333333334,1.0,6
1,10000,500,Carpet Area,Chennai,Unfurnished,1,500.0,1.0,2
2,11000,950,Super Area,Chennai,Unfurnished,2,475.0,1.0,4
2,12000,1000,Carpet Area,Chennai,Unfurnished,2,500.0,1.0,4
3,40000,1600,Carpet Area,Chennai,Unfurnished,3,533.3333333333334,1.0,6
2,8000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
2,15000,1050,Super Area,Chennai,Semi-Furnished,2,525.0,1.0,4
3,27000,1500,Carpet Area,Chennai,Unfurnished,3,500.0,1.0,6
2,13000,890,Carpet Area,Chennai,Unfurnished,2,445.0,1.0,4
1,12000,700,Super Area,Chennai,Semi-Furnished,1,700.0,1.0,2
2,18000,800,Carpet Area,Chennai,Semi-Furnished,2,400.0,1.0,4
2,9500,640,Carpet Area,Chennai,Unfurnished,2,320.0,1.0,4
2,14000,909,Super Area,Chennai,Semi-Furnished,2,454.5,1.0,4
2,15000,400,Super Area,Chennai,Unfurnished,2,200.0,1.0,4
2,8500,886,Super Area,Chennai,Unfurnished,2,443.0,1.0,4
3,27500,1570,Super Area,Chennai,Semi-Furnished,3,523.3333333333334,1.0,6
2,15000,900,Super Area,Chennai,Unfurnished,2,450.0,1.0,4
1,5000,400,Super Area,Chennai,Unfurnished,1,400.0,1.0,2
2,26000,1600,Super Area,Chennai,Semi-Furnished,2,800.0,1.0,4
2,14000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
2,20000,850,Super Area,Chennai,Semi-Furnished,2,425.0,1.0,4
2,12000,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
2,17000,750,Super Area,Chennai,Unfurnished,2,375.0,1.0,4
2,32000,1250,Super Area,Chennai,Furnished,2,625.0,1.0,4
2,15000,1000,Super Area,Chennai,Unfurnished,2,500.0,1.0,4
3,28000,1050,Carpet Area,Chennai,Semi-Furnished,3,350.0,1.0,6
2,10677,800,Super Area,Chennai,Semi-Furnished,2,400.0,1.0,4
3,50000,1625,Super Area,Chennai,Furnished,3,541.6666666666666,1.0,6
3,32500,1535,Super Area,Chennai,Unfurnished,3,511.6666666666667,1.0,6
2,23000,850,Carpet Area,Chennai,Furnished,2,425.0,1.0,4
2,10000,1100,Super Area,Hyderabad,Unfurnished,2,550.0,1.0,4
3,48000,1798,Super Area,Hyderabad,Semi-Furnished,3,599.3333333333334,1.0,6
3,58000,1700,Carpet Area,Hyderabad,Furnished,3,566.6666666666666,1.0,6
2,14000,930,Super Area,Hyderabad,Semi-Furnished,2,465.0,1.0,4
1,7000,150,Super Area,Hyderabad,Unfurnished,1,150.0,1.0,2
2,13000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
2,11000,1250,Super Area,Hyderabad,Unfurnished,2,625.0,1.0,4
2,9500,900,Super Area,Hyderabad,Semi-Furnished,2,450.0,1.0,4
1,7500,500,Super Area,Hyderabad,Semi-Furnished,1,500.0,1.0,2
2,14000,900,Carpet Area,Hyderabad,Semi-Furnished,2,450.0,1.0,4
2,16000,1100,Super Area,Hyderabad,Furnished,2,550.0,1.0,4
3,18000,1500,Super Area,Hyderabad,Semi-Furnished,3,500.0,1.0,6
1,8200,500,Super Area,Hyderabad,Unfurnished,1,500.0,1.0,2
3,12000,1300,Carpet Area,Hyderabad,Furnished,3,433.3333333333333,1.0,6
1,10000,300,Super Area,Hyderabad,Furnished,1,300.0,1.0,2
2,13000,800,Super Area,Hyderabad,Semi-Furnished,2,400.0,1.0,4
1,10500,500,Super Area,Hyderabad,Furnished,1,500.0,1.0,2
2,11000,750,Super Area,Hyderabad,Unfurnished,2,375.0,1.0,4
3,20000,1200,Super Area,Hyderabad,Semi-Furnished,3,400.0,1.0,6
2,12500,1400,Super Area,Hyderabad,Unfurnished,2,700.0,1.0,4
1,10500,450,Super Area,Hyderabad,Unfurnished,1,450.0,1.0,2
3,30000,2061,Super Area,Hyderabad,Furnished,3,687.0,1.0,6
2,11000,100,Super Area,Hyderabad,Furnished,2,50.0,1.0,4
2,9000,1100,Super Area,Hyderabad,Semi-Furnished,2,550.0,1.0,4
3,35000,1650,Carpet Area,Hyderabad,Semi-Furnished,3,550.0,1.0,6
3,23382,1500,Super Area,Hyderabad,Semi-Furnished,3,500.0,1.0,6
2,9500,1140,Super Area,Hyderabad,Semi-Furnished,2,570.0,1.0,4
2,9000,990,Super Area,Hyderabad,Unfurnished,2,495.0,1.0,4
3,60000,1700,Super Area,Hyderabad,Semi-Furnished,3,566.6666666666666,1.0,6
2,11000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
2,11000,850,Super Area,Hyderabad,Unfurnished,2,425.0,1.0,4
2,11000,900,Super Area,Hyderabad,Unfurnished,2,450.0,1.0,4
2,8000,800,Super Area,Hyderabad,Semi-Furnished,2,400.0,1.0,4
2,9000,1000,Super Area,Hyderabad,Unfurnished,2,500.0,1.0,4
2,8000,1020,Super Area,Hyderabad,Semi-Furnished,2,510.0,1.0,4
1,5500,300,Super Area,Hyderabad,Unfurnished,1,300.0,1.0,2
2,12000,1050,Super Area,Hyderabad,Semi-Furnished,2,525.0,1.0,4
2,6500,200,Carpet Area,Hyderabad,Unfurnished,2,100.0,1.0,4
1,9000,450,Super Area,Hyderabad,Unfurnished,1,450.0,1.0,2
3,45000,1900,Carpet Area,Hyderabad,Unfurnished,3,633.3333333333334,1.0,6
2,27000,1500,Super Area,Hyderabad,Semi-Furnished,2,750.0,1.0,4
2,12000,700,Carpet Area,Hyderabad,Unfurnished,2,350.0,1.0,4
2,15000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
3,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
2,12000,745,Super Area,Hyderabad,Unfurnished,2,372.5,1.0,4
3,30000,1450,Carpet Area,Hyderabad,Semi-Furnished,3,483.3333333333333,1.0,6
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,3,466.6666666666667,1.0,6
3,22000,2000,Carpet Area,Hyderabad,Furnished,3,666.6666666666666,1.0,6
2,12000,1000,Super Area,Hyderabad,Unfurnished,2,500.0,1.0,4
1,5000,140,Super Area,Hyderabad,Unfurnished,1,140.0,1.0,2
2,13000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
2,7000,800,Carpet Area,Hyderabad,Unfurnished,2,400.0,1.0,4
3,28000,1500,Super Area,Hyderabad,Semi-Furnished,3,500.0,1.0,6
2,15000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
3,14000,1350,Super Area,Hyderabad,Semi-Furnished,3,450.0,1.0,6
2,12500,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
2,13000,1210,Super Area,Hyderabad,Unfurnished,2,605.0,1.0,4
2,9500,1050,Super Area,Hyderabad,Unfurnished,2,525.0,1.0,4
3,35000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
1,4000,300,Super Area,Hyderabad,Unfurnished,1,300.0,1.0,2
1,8000,300,Super Area,Hyderabad,Semi-Furnished,1,300.0,1.0,2
2,12500,1010,Carpet Area,Hyderabad,Unfurnished,2,505.0,1.0,4
3,65000,1850,Carpet Area,Hyderabad,Furnished,3,616.6666666666666,1.0,6
2,13000,1300,Carpet Area,Hyderabad,Semi-Furnished,2,650.0,1.0,4
2,12500,1100,Carpet Area,Hyderabad,Unfurnished,2,550.0,1.0,4
1,6000,500,Built Area,Hyderabad,Unfurnished,1,500.0,1.0,2
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,3,633.3333333333334,1.0,6
3,30000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
3,25000,1600,Super Area,Hyderabad,Furnished,3,533.3333333333334,1.0,6
1,9000,500,Super Area,Hyderabad,Unfurnished,1,500.0,1.0,2
3,16000,1500,Carpet Area,Hyderabad,Furnished,3,500.0,1.0,6
1,10500,650,Super Area,Hyderabad,Semi-Furnished,1,650.0,1.0,2
2,9000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
2,11000,800,Super Area,Hyderabad,Semi-Furnished,2,400.0,1.0,4
2,24000,1200,Carpet Area,Hyderabad,Furnished,2,600.0,1.0,4
2,12000,1100,Super Area,Hyderabad,Semi-Furnished,2,550.0,1.0,4
3,12000,1250,Carpet Area,Hyderabad,Semi-Furnished,3,416.6666666666667,1.0,6
2,10000,1100,Carpet Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,45000,1600,Super Area,Hyderabad,Furnished,2,800.0,1.0,4
2,22000,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
1,6500,455,Super Area,Hyderabad,Unfurnished,1,455.0,1.0,2
1,4000,400,Super Area,Hyderabad,Unfurnished,1,400.0,1.0,2
2,12000,1300,Super Area,Hyderabad,Semi-Furnished,2,650.0,1.0,4
1,10000,500,Super Area,Hyderabad,Furnished,1,500.0,1.0,2
2,10000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
3,18000,1950,Super Area,Hyderabad,Semi-Furnished,3,650.0,1.0,6
1,14500,500,Carpet Area,Hyderabad,Semi-Furnished,1,500.0,1.0,2
2,14000,1150,Super Area,Hyderabad,Furnished,2,575.0,1.0,4
2,18000,242,Super Area,Hyderabad,Unfurnished,2,121.0,1.0,4
2,9500,720,Carpet Area,Hyderabad,Semi-Furnished,2,360.0,1.0,4
3,49000,1800,Super Area,Hyderabad,Unfurnished,3,600.0,1.0,6
1,9000,450,Super Area,Hyderabad,Semi-Furnished,1,450.0,1.0,2
2,8000,690,Super Area,Hyderabad,Unfurnished,2,345.0,1.0,4
2,13000,1000,Super Area,Hyderabad,Furnished,2,500.0,1.0,4
3,18000,1150,Super Area,Hyderabad,Semi-Furnished,3,383.3333333333333,1.0,6
2,15000,900,Super Area,Hyderabad,Unfurnished,2,450.0,1.0,4
3,35000,1725,Super Area,Hyderabad,Furnished,3,575.0,1.0,6
1,6000,680,Carpet Area,Hyderabad,Unfurnished,1,680.0,1.0,2
1,9000,550,Super Area,Hyderabad,Semi-Furnished,1,550.0,1.0,2
2,9500,1290,Super Area,Hyderabad,Semi-Furnished,2,645.0,1.0,4
2,12500,1450,Super Area,Hyderabad,Semi-Furnished,2,725.0,1.0,4
2,25000,1300,Super Area,Hyderabad,Semi-Furnished,2,650.0,1.0,4
2,15000,1450,Super Area,Hyderabad,Semi-Furnished,2,725.0,1.0,4
3,15000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
3,27000,1850,Super Area,Hyderabad,Semi-Furnished,3,616.6666666666666,1.0,6
2,16000,1210,Super Area,Hyderabad,Unfurnished,2,605.0,1.0,4
2,13000,1400,Super Area,Hyderabad,Semi-Furnished,2,700.0,1.0,4
2,10000,950,Super Area,Hyderabad,Semi-Furnished,2,475.0,1.0,4
2,10000,878,Super Area,Hyderabad,Semi-Furnished,2,439.0,1.0,4
2,17000,875,Super Area,Hyderabad,Unfurnished,2,437.5,1.0,4
2,12500,300,Super Area,Hyderabad,Furnished,2,150.0,1.0,4
3,25000,1800,Super Area,Hyderabad,Furnished,3,600.0,1.0,6
3,35000,1956,Super Area,Hyderabad,Semi-Furnished,3,652.0,1.0,6
2,12000,1175,Super Area,Hyderabad,Unfurnished,2,587.5,1.0,4
2,15000,1080,Super Area,Hyderabad,Semi-Furnished,2,540.0,1.0,4
3,45000,1955,Super Area,Hyderabad,Unfurnished,3,651.6666666666666,1.0,6
2,20000,950,Super Area,Hyderabad,Unfurnished,2,475.0,1.0,4
2,15000,800,Super Area,Hyderabad,Unfurnished,2,400.0,1.0,4
2,10000,1090,Super Area,Hyderabad,Unfurnished,2,545.0,1.0,4
3,15000,1450,Carpet Area,Hyderabad,Semi-Furnished,3,483.3333333333333,1.0,6
2,19800,1070,Carpet Area,Hyderabad,Semi-Furnished,2,535.0,1.0,4
1,4500,60,Super Area,Hyderabad,Semi-Furnished,1,60.0,1.0,2
2,9000,600,Super Area,Hyderabad,Unfurnished,2,300.0,1.0,4
1,13000,750,Carpet Area,Hyderabad,Semi-Furnished,1,750.0,1.0,2
2,18000,900,Super Area,Hyderabad,Unfurnished,2,450.0,1.0,4
3,26000,1800,Carpet Area,Hyderabad,Semi-Furnished,3,600.0,1.0,6
1,17000,470,Super Area,Hyderabad,Furnished,1,470.0,1.0,2
2,9000,720,Super Area,Hyderabad,Unfurnished,2,360.0,1.0,4
1,8000,450,Super Area,Hyderabad,Unfurnished,1,450.0,1.0,2
2,10000,600,Super Area,Hyderabad,Unfurnished,2,300.0,1.0,4
2,12000,1100,Super Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,14000,1300,Super Area,Hyderabad,Unfurnished,2,650.0,1.0,4
2,25000,1500,Super Area,Hyderabad,Semi-Furnished,2,750.0,1.0,4
2,22000,1200,Super Area,Hyderabad,Furnished,2,600.0,1.0,4
3,20000,2000,Carpet Area,Hyderabad,Semi-Furnished,3,666.6666666666666,1.0,6
2,16000,800,Super Area,Hyderabad,Unfurnished,2,400.0,1.0,4
3,35000,1000,Carpet Area,Hyderabad,Semi-Furnished,3,333.3333333333333,1.0,6
2,15000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
1,5500,400,Super Area,Hyderabad,Unfurnished,1,400.0,1.0,2
1,14000,700,Carpet Area,Hyderabad,Semi-Furnished,1,700.0,1.0,2
2,25000,1100,Super Area,Hyderabad,Furnished,2,550.0,1.0,4
2,20000,1428,Super Area,Hyderabad,Semi-Furnished,2,714.0,1.0,4
3,30000,1700,Carpet Area,Hyderabad,Furnished,3,566.6666666666666,1.0,6
2,12000,1140,Super Area,Hyderabad,Semi-Furnished,2,570.0,1.0,4
2,16000,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
2,13000,1160,Super Area,Hyderabad,Unfurnished,2,580.0,1.0,4
1,15000,450,Super Area,Hyderabad,Unfurnished,1,450.0,1.0,2
2,8000,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
3,57000,1417,Carpet Area,Hyderabad,Furnished,3,472.3333333333333,1.0,6
3,1200,2100,Carpet Area,Hyderabad,Furnished,3,700.0,1.0,6
3,15000,1600,Super Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
2,17000,1200,Super Area,Hyderabad,Furnished,2,600.0,1.0,4
2,12000,500,Super Area,Hyderabad,Furnished,2,250.0,1.0,4
3,35000,1565,Carpet Area,Hyderabad,Furnished,3,521.6666666666666,1.0,6
1,6500,350,Super Area,Hyderabad,Unfurnished,1,350.0,1.0,2
2,11000,1100,Super Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,25000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
3,35000,2000,Super Area,Hyderabad,Furnished,3,666.6666666666666,1.0,6
3,18000,1400,Super Area,Hyderabad,Unfurnished,3,466.6666666666667,1.0,6
3,20000,1950,Super Area,Hyderabad,Semi-Furnished,3,650.0,1.0,6
2,8500,130,Carpet Area,Hyderabad,Unfurnished,2,65.0,1.0,4
2,14000,1300,Super Area,Hyderabad,Semi-Furnished,2,650.0,1.0,4
3,35000,1675,Super Area,Hyderabad,Unfurnished,3,558.3333333333334,1.0,6
2,16000,1135,Super Area,Hyderabad,Semi-Furnished,2,567.5,1.0,4
3,18000,1400,Super Area,Hyderabad,Furnished,3,466.6666666666667,1.0,6
2,10000,950,Super Area,Hyderabad,Unfurnished,2,475.0,1.0,4
2,12000,650,Super Area,Hyderabad,Unfurnished,2,325.0,1.0,4
1,5300,100,Carpet Area,Hyderabad,Semi-Furnished,1,100.0,1.0,2
2,11000,950,Carpet Area,Hyderabad,Unfurnished,2,475.0,1.0,4
2,12000,1000,Carpet Area,Hyderabad,Unfurnished,2,500.0,1.0,4
3,20000,1800,Carpet Area,Hyderabad,Semi-Furnished,3,600.0,1.0,6
2,13000,1000,Super Area,Hyderabad,Unfurnished,2,500.0,1.0,4
3,22000,1800,Super Area,Hyderabad,Semi-Furnished,3,600.0,1.0,6
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
1,5400,450,Super Area,Hyderabad,Unfurnished,1,450.0,1.0,2
3,16500,1771,Super Area,Hyderabad,Unfurnished,3,590.3333333333334,1.0,6
2,12000,1150,Carpet Area,Hyderabad,Furnished,2,575.0,1.0,4
2,8500,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
2,14000,1050,Carpet Area,Hyderabad,Semi-Furnished,2,525.0,1.0,4
2,6000,750,Super Area,Hyderabad,Unfurnished,2,375.0,1.0,4
2,14000,1100,Super Area,Hyderabad,Semi-Furnished,2,550.0,1.0,4
2,15000,800,Super Area,Hyderabad,Unfurnished,2,400.0,1.0,4
3,37000,150,Carpet Area,Hyderabad,Unfurnished,3,50.0,1.0,6
1,6500,750,Super Area,Hyderabad,Unfurnished,1,750.0,1.0,2
2,12000,1080,Super Area,Hyderabad,Semi-Furnished,2,540.0,1.0,4
2,12000,1100,Super Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,9000,750,Super Area,Hyderabad,Semi-Furnished,2,375.0,1.0,4
2,18000,1248,Carpet Area,Hyderabad,Semi-Furnished,2,624.0,1.0,4
2,14000,1110,Carpet Area,Hyderabad,Semi-Furnished,2,555.0,1.0,4
2,17000,1000,Carpet Area,Hyderabad,Furnished,2,500.0,1.0,4
2,9000,800,Super Area,Hyderabad,Unfurnished,2,400.0,1.0,4
1,7500,500,Super Area,Hyderabad,Unfurnished,1,500.0,1.0,2
2,14000,950,Carpet Area,Hyderabad,Unfurnished,2,475.0,1.0,4
2,14000,1374,Super Area,Hyderabad,Semi-Furnished,2,687.0,1.0,4
2,17000,1150,Super Area,Hyderabad,Furnished,2,575.0,1.0,4
1,6500,450,Carpet Area,Hyderabad,Semi-Furnished,1,450.0,1.0,2
2,10000,927,Super Area,Hyderabad,Semi-Furnished,2,463.5,1.0,4
3,22000,1500,Super Area,Hyderabad,Unfurnished,3,500.0,1.0,6
2,15000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
2,12000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
1,6500,562,Super Area,Hyderabad,Unfurnished,1,562.0,1.0,2
2,20000,1500,Super Area,Hyderabad,Semi-Furnished,2,750.0,1.0,4
3,25000,1950,Super Area,Hyderabad,Semi-Furnished,3,650.0,1.0,6
3,25000,1800,Super Area,Hyderabad,Semi-Furnished,3,600.0,1.0,6
2,12500,950,Super Area,Hyderabad,Semi-Furnished,2,475.0,1.0,4
2,12000,780,Carpet Area,Hyderabad,Unfurnished,2,390.0,1.0,4
1,10000,500,Super Area,Hyderabad,Semi-Furnished,1,500.0,1.0,2
2,17000,1050,Super Area,Hyderabad,Semi-Furnished,2,525.0,1.0,4
1,15500,600,Carpet Area,Hyderabad,Semi-Furnished,1,600.0,1.0,2
3,65000,1800,Carpet Area,Hyderabad,Semi-Furnished,3,600.0,1.0,6
3,60000,1800,Carpet Area,Hyderabad,Unfurnished,3,600.0,1.0,6
3,45000,1900,Carpet Area,Hyderabad,Semi-Furnished,3,633.3333333333334,1.0,6
2,10500,1100,Super Area,Hyderabad,Unfurnished,2,550.0,1.0,4
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,3,466.6666666666667,1.0,6
2,20000,1200,Carpet Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
3,18000,1600,Super Area,Hyderabad,Furnished,3,533.3333333333334,1.0,6
2,12000,1150,Super Area,Hyderabad,Semi-Furnished,2,575.0,1.0,4
2,12000,130,Super Area,Hyderabad,Unfurnished,2,65.0,1.0,4
3,28000,1720,Super Area,Hyderabad,Semi-Furnished,3,573.3333333333334,1.0,6
1,6000,500,Super Area,Hyderabad,Unfurnished,1,500.0,1.0,2
2,12500,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
2,7000,800,Super Area,Hyderabad,Furnished,2,400.0,1.0,4
2,22000,1300,Super Area,Hyderabad,Semi-Furnished,2,650.0,1.0,4
2,17500,1400,Super Area,Hyderabad,Furnished,2,700.0,1.0,4
2,14000,650,Super Area,Hyderabad,Unfurnished,2,325.0,1.0,4
2,9500,103,Super Area,Hyderabad,Unfurnished,2,51.5,1.0,4
3,15000,1500,Super Area,Hyderabad,Unfurnished,3,500.0,1.0,6
2,10000,140,Super Area,Hyderabad,Unfurnished,2,70.0,1.0,4
1,5500,500,Super Area,Hyderabad,Unfurnished,1,500.0,1.0,2
2,14000,800,Super Area,Hyderabad,Semi-Furnished,2,400.0,1.0,4
2,10000,800,Super Area,Hyderabad,Semi-Furnished,2,400.0,1.0,4
2,10000,1300,Super Area,Hyderabad,Unfurnished,2,650.0,1.0,4
2,13000,600,Super Area,Hyderabad,Unfurnished,2,300.0,1.0,4
3,20000,1000,Super Area,Hyderabad,Unfurnished,3,333.3333333333333,1.0,6
3,25000,1000,Carpet Area,Hyderabad,Semi-Furnished,3,333.3333333333333,1.0,6
1,7500,500,Super Area,Hyderabad,Semi-Furnished,1,500.0,1.0,2
2,12000,1100,Carpet Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,9500,1100,Carpet Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,12000,200,Carpet Area,Hyderabad,Unfurnished,2,100.0,1.0,4
2,8000,190,Super Area,Hyderabad,Furnished,2,95.0,1.0,4
2,12333,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
1,9500,400,Carpet Area,Hyderabad,Unfurnished,1,400.0,1.0,2
2,16000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,3,466.6666666666667,1.0,6
3,14000,1300,Carpet Area,Hyderabad,Unfurnished,3,433.3333333333333,1.0,6
1,7500,400,Carpet Area,Hyderabad,Unfurnished,1,400.0,1.0,2
1,13900,650,Super Area,Hyderabad,Unfurnished,1,650.0,1.0,2
1,5500,500,Super Area,Hyderabad,Unfurnished,1,500.0,1.0,2
2,9000,875,Super Area,Hyderabad,Semi-Furnished,2,437.5,1.0,4
3,30000,1730,Super Area,Hyderabad,Semi-Furnished,3,576.6666666666666,1.0,6
3,16500,1500,Carpet Area,Hyderabad,Semi-Furnished,3,500.0,1.0,6
3,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
2,9500,900,Super Area,Hyderabad,Unfurnished,2,450.0,1.0,4
2,12000,925,Super Area,Hyderabad,Semi-Furnished,2,462.5,1.0,4
2,15000,1500,Super Area,Hyderabad,Unfurnished,2,750.0,1.0,4
3,22500,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
3,32000,1300,Carpet Area,Hyderabad,Semi-Furnished,3,433.3333333333333,1.0,6
2,10000,1200,Super Area,Hyderabad,Semi-Furnished,2,600.0,1.0,4
2,13000,133,Super Area,Hyderabad,Semi-Furnished,2,66.5,1.0,4
2,7000,950,Super Area,Hyderabad,Unfurnished,2,475.0,1.0,4
3,12000,1200,Super Area,Hyderabad,Semi-Furnished,3,400.0,1.0,6
2,7500,950,Super Area,Hyderabad,Unfurnished,2,475.0,1.0,4
2,15000,1095,Super Area,Hyderabad,Semi-Furnished,2,547.5,1.0,4
1,8000,400,Super Area,Hyderabad,Unfurnished,1,400.0,1.0,2
3,15000,192,Super Area,Hyderabad,Semi-Furnished,3,64.0,1.0,6
1,3000,80,Super Area,Hyderabad,Semi-Furnished,1,80.0,1.0,2
2,12500,1315,Super Area,Hyderabad,Semi-Furnished,2,657.5,1.0,4
3,42000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,533.3333333333334,1.0,6
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,2,725.0,1.0,4
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,3,633.3333333333334,1.0,6
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,2,500.0,1.0,4
2,9000,100,Super Area,Hyderabad,Unfurnished,2,50.0,1.0,4
2,14000,1100,Super Area,Hyderabad,Unfurnished,2,550.0,1.0,4
2,11000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
2,10000,1400,Super Area,Hyderabad,Unfurnished,2,700.0,1.0,4
3,55000,2000,Carpet Area,Hyderabad,Semi-Furnished,3,666.6666666666666,1.0,6
2,10000,1070,Carpet Area,Hyderabad,Unfurnished,2,535.0,1.0,4
2,25000,1450,Carpet Area,Hyderabad,Unfurnished,2,725.0,1.0,4
2,27000,1230,Super Area,Hyderabad,Furnished,2,615.0,1.0,4
2,16000,1200,Super Area,Hyderabad,Unfurnished,2,600.0,1.0,4
2,8000,150,Super Area,Hyderabad,Unfurnished,2,75.0,1.0,4
2,14000,850,Super Area,Hyderabad,Semi-Furnished,2,425.0,1.0,4
